arm,seed,iteration,tv,effective_units,saturation,sampler_clock,completed_trials
D,23,1000,0.04271846540724848,632.5097802063827,0.07516891891891891,480,318732
D,23,1100,0.050419818890708915,633.5132737728607,0.10135135135135136,528,345217
D,23,1200,0.05823936388495368,634.832056338968,0.1545608108108108,576,371690
D,23,1300,0.06605552291712105,636.4725934450747,0.2516891891891892,624,398152
D,23,1400,0.0734116728507403,636.6870533869326,0.33614864864864863,672,424704
D,23,1500,0.07848928938771059,636.6979850788775,0.3952702702702703,720,451348
D,23,1600,0.08314687420688778,638.1976841959695,0.4518581081081081,768,478007
D,23,1700,0.08651628282395663,637.937921531764,0.4822635135135135,816,504715
D,23,1800,0.09015432395264779,637.3202553415135,0.5261824324324325,864,531447
D,23,1900,0.09160745531520464,638.4599722472097,0.5219594594594594,912,558156
D,23,2000,0.09380316096063318,635.9205019538759,0.5506756756756757,960,584893
D,23,2100,0.09540422739849615,635.3387775669725,0.5793918918918919,1008,611634
D,23,2200,0.09703139350538725,635.0916034386756,0.5886824324324325,1056,638338
D,23,2300,0.10027847049703627,634.548034702355,0.606418918918919,1104,664967
D,23,2400,0.10056489973024217,633.4192888434392,0.6055743243243243,1152,691654
D,23,2500,0.10064765072221823,633.525505537904,0.6241554054054054,1200,718328
D,23,2600,0.10342483533411878,634.9363954361235,0.629222972972973,1248,744972
D,23,2700,0.10472817407361215,635.9177822000262,0.6351351351351351,1296,771558
D,23,2800,0.10559205857991223,636.2055428955637,0.6461148648648649,1344,798154
D,23,2900,0.10559767211812694,635.4820217285418,0.6359797297297297,1392,824786
D,23,3000,0.10687424974045362,635.6665175956125,0.6537162162162162,1440,851420
D,23,3100,0.10794397595834981,634.8984393061286,0.6494932432432432,1488,878075
D,23,3200,0.11020784887513865,634.6867354570935,0.6773648648648649,1536,904741
D,23,3300,0.11124771687540226,632.91412426064,0.6984797297297297,1584,931385
D,23,3400,0.11271725706281949,631.4199817393475,0.7052364864864865,1632,957994
D,23,3500,0.11506045250508584,631.2174898349779,0.7263513513513513,1680,984602
D,23,3600,0.11649063519981008,632.6652914578129,0.7288851351351351,1728,1011239
D,23,3700,0.11866700016436882,632.1395929755192,0.71875,1776,1037971
D,23,3800,0.11954581455466234,631.2365443286687,0.7288851351351351,1824,1064686
D,23,3900,0.12112932911520255,631.1322649298971,0.7347972972972973,1872,1091351
D,23,3999,0.12315871332931395,631.8172566803763,0.7483108108108109,1920,1117687
