clip,offset_s,survival,mean_survival_s,n,window_s,effort_sat_mean,effort_sat_peak,effort_sat_at_end
CMU_91_91_04_poses_120_jpos,2.0,1.0,3.0,8,3.0,0.00034,0.02155,0.0
CMU_91_91_04_poses_120_jpos,3.0,1.0,3.0,8,3.0,3e-05,0.00431,0.0
CMU_91_91_04_poses_120_jpos,4.0,1.0,3.0,8,3.0,0.00032,0.02586,0.0
CMU_91_91_04_poses_120_jpos,6.0,0.875,2.81,8,3.0,0.00147,0.02586,0.0
CMU_91_91_04_poses_120_jpos,8.0,1.0,3.0,8,3.0,0.00138,0.03448,0.0
CMU_91_91_04_poses_120_jpos,mean,0.9821,,56,3.0,0.00063,,
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,0.0,1.0,3.0,8,3.0,0.0,0.0,0.0
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,1.0,1.0,3.0,8,3.0,0.0,0.0,0.0
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,2.0,1.0,3.0,8,3.0,0.0,0.0,0.0
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,3.0,1.0,3.0,8,3.0,0.0,0.0,0.0
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,4.0,1.0,3.0,8,3.0,0.00057,0.02155,0.0
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,6.0,0.875,2.68,8,3.0,0.00101,0.03017,0.0
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,8.0,0.0,2.847,8,3.0,0.0004,0.03017,0.01724
Eyes_Japan_Dataset_hamada_jump-02-leap-hamada_poses_120_jpos,mean,0.8393,,56,3.0,0.00028,,
CMU_138_138_10_poses_120_jpos,0.0,0.5,2.825,8,3.0,0.00095,0.02586,0.00862
CMU_138_138_10_poses_120_jpos,1.0,0.0,1.388,8,2.64,0.00057,0.03879,0.03017
CMU_138_138_10_poses_120_jpos,2.0,1.0,1.64,8,1.64,0.00053,0.03448,0.03017
CMU_138_138_10_poses_120_jpos,3.0,1.0,0.64,8,0.64,0.00202,0.03017,0.03017
CMU_138_138_10_poses_120_jpos,4.0,1.0,0.04,8,0.04,0.00862,0.01724,0.01724
CMU_138_138_10_poses_120_jpos,6.0,1.0,0.04,8,0.04,0.01293,0.02586,0.02586
CMU_138_138_10_poses_120_jpos,8.0,1.0,0.04,8,0.04,0.01293,0.02586,0.02586
CMU_138_138_10_poses_120_jpos,mean,0.7857,,56,3.0,0.00551,,
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,0.0,0.0,1.295,8,2.76,0.00274,0.02586,0.01724
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,1.0,0.125,1.192,8,1.76,0.00062,0.03448,0.03448
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,2.0,1.0,0.76,8,0.76,0.00079,0.03017,0.03017
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,3.0,1.0,0.04,8,0.04,0.0,0.0,0.0
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,4.0,1.0,0.04,8,0.04,0.00431,0.00862,0.00862
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,6.0,1.0,0.04,8,0.04,0.00431,0.00862,0.00431
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,8.0,1.0,0.04,8,0.04,0.00431,0.00862,0.00862
DFaust_67_50020_50020_one_leg_loose_poses_60_jpos,mean,0.7321,,56,3.0,0.00244,,
CMU_108_108_16_poses_120_jpos,0.0,0.0,1.735,8,2.92,0.00173,0.04741,0.01293
CMU_108_108_16_poses_120_jpos,1.0,0.125,0.89,8,1.94,0.00403,0.05172,0.03017
CMU_108_108_16_poses_120_jpos,2.0,1.0,0.94,8,0.94,0.0077,0.05172,0.0431
CMU_108_108_16_poses_120_jpos,3.0,1.0,0.04,8,0.04,0.00431,0.00862,0.00862
CMU_108_108_16_poses_120_jpos,4.0,1.0,0.04,8,0.04,0.00216,0.00431,0.00431
CMU_108_108_16_poses_120_jpos,6.0,1.0,0.04,8,0.04,0.00216,0.00431,0.00431
CMU_108_108_16_poses_120_jpos,8.0,1.0,0.04,8,0.04,0.00431,0.00862,0.00862
CMU_108_108_16_poses_120_jpos,mean,0.7321,,56,3.0,0.00377,,
SFU_0015_0015_BasicKendo001_poses_120_jpos,0.0,0.25,2.332,8,3.0,0.00277,0.05603,0.00862
SFU_0015_0015_BasicKendo001_poses_120_jpos,1.0,0.0,0.785,8,3.0,0.0022,0.02586,0.00431
SFU_0015_0015_BasicKendo001_poses_120_jpos,2.0,1.0,3.0,8,3.0,0.00026,0.01293,0.0
SFU_0015_0015_BasicKendo001_poses_120_jpos,3.0,1.0,3.0,8,3.0,0.0,0.0,0.0
SFU_0015_0015_BasicKendo001_poses_120_jpos,4.0,1.0,3.0,8,3.0,0.0,0.0,0.0
SFU_0015_0015_BasicKendo001_poses_120_jpos,6.0,1.0,3.0,8,3.0,0.0,0.0,0.0
SFU_0015_0015_BasicKendo001_poses_120_jpos,8.0,1.0,3.0,8,3.0,0.00129,0.03448,0.0
SFU_0015_0015_BasicKendo001_poses_120_jpos,mean,0.75,,56,3.0,0.00093,,
DFaust_67_50020_50020_punching_poses_60_jpos,0.0,1.0,3.0,8,3.0,0.0,0.0,0.0
DFaust_67_50020_50020_punching_poses_60_jpos,1.0,1.0,2.36,8,2.36,0.00113,0.03448,0.0
DFaust_67_50020_50020_punching_poses_60_jpos,2.0,0.875,1.37,8,1.38,0.00217,0.02586,0.01293
DFaust_67_50020_50020_punching_poses_60_jpos,3.0,1.0,0.38,8,0.38,0.00159,0.03017,0.03017
DFaust_67_50020_50020_punching_poses_60_jpos,4.0,1.0,0.04,8,0.04,0.01293,0.02586,0.02586
DFaust_67_50020_50020_punching_poses_60_jpos,6.0,1.0,0.04,8,0.04,0.00647,0.01293,0.01293
DFaust_67_50020_50020_punching_poses_60_jpos,8.0,1.0,0.04,8,0.04,0.01078,0.02155,0.02155
DFaust_67_50020_50020_punching_poses_60_jpos,mean,0.9821,,56,3.0,0.00501,,
KIT_513_kick07_poses_100_jpos,0.0,0.0,1.7,8,3.0,0.0001,0.00862,0.00862
KIT_513_kick07_poses_100_jpos,1.0,0.0,0.69,8,3.0,0.00013,0.00431,0.00431
KIT_513_kick07_poses_100_jpos,2.0,0.0,0.123,8,3.0,0.00431,0.02586,0.02586
KIT_513_kick07_poses_100_jpos,3.0,1.0,3.0,8,3.0,0.00011,0.00862,0.0
KIT_513_kick07_poses_100_jpos,4.0,1.0,2.04,8,2.04,0.00017,0.01724,0.01724
KIT_513_kick07_poses_100_jpos,6.0,1.0,0.04,8,0.04,0.0,0.0,0.0
KIT_513_kick07_poses_100_jpos,8.0,1.0,0.04,8,0.04,0.00862,0.01293,0.00862
KIT_513_kick07_poses_100_jpos,mean,0.5714,,56,3.0,0.00192,,
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,0.0,0.75,2.965,8,3.0,0.00041,0.01724,0.01293
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,1.0,0.0,1.972,8,3.0,0.00116,0.03879,0.00862
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,2.0,0.0,0.977,8,3.0,0.00699,0.05603,0.00862
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,3.0,0.0,1.082,8,2.9,0.00079,0.01724,0.00862
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,4.0,0.0,1.585,8,1.9,0.00077,0.05603,0.00431
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,6.0,1.0,0.04,8,0.04,0.03448,0.05603,0.02155
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,8.0,1.0,0.04,8,0.04,0.03448,0.05603,0.01293
KIT_3_kneel_down_with_right_hand03_poses_100_jpos,mean,0.3929,,56,3.0,0.0113,,
